% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338069V  K_gimbal=26.049690  samples=6753

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
        0.4461617000         4.0805702752         2.5577905201         1.3403916554         3.9680212551         0.0605034650        -0.0605034650         1.4733609081
        0.4512512000        -0.6313988652         2.5018823389         1.3429439823         3.9756768875         0.1269907893        -0.1269907893         1.4657073169
        0.4558287000         6.6952368390         2.5888139093         1.3378393285         3.9680212551        -0.0059838592         0.0059838592         1.4682585140
        0.4619346000         6.7458419950         2.5894143466         1.3378393285         3.9705731326        -0.0059838592         0.0059838592         1.4631561198
        0.4658554000         2.5961523657         2.5401776914         1.3403916554         3.9705731326         0.0605034650        -0.0605034650         1.4606049228
        0.4717095000        10.4850675811         2.6337807879         1.3352870017         3.9629175002        -0.0724711834         0.0724711834         1.4657073169
        0.4764407000        15.2982470336         2.6908898438         1.3327346748         3.9629175002        -0.1389585076         0.1389585076         1.4580537257
        0.4807936000        12.2731164267         2.6549962407         1.3352870017         3.9731250101        -0.0724711834         0.0724711834         1.4555025286
        0.4858382000        17.0862958792         2.7121052967         1.3327346748         3.9629175002        -0.1389585076         0.1389585076         1.4682585140
        0.4906550000        14.0611652723         2.6762116935         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4657073169
        0.4955946000        14.6740499395         2.6834836569         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4631561198
        0.5007829000         6.8863450361         2.5910814351         1.3403916554         3.9756768875         0.0605034650        -0.0605034650         1.4682585140
        0.5055426000        -2.0259188897         2.4853361612         1.3454963091         3.9756768875         0.1934781135        -0.1934781135         1.4657073169
        0.5114420000         8.9387320886         2.6154332982         1.3378393285         3.9705731326        -0.0059838592         0.0059838592         1.4606049228
        0.5156158000        13.1896320299         2.6658708281         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4631561198
        0.5213383000         9.6022219118         2.6233056989         1.3378393285         3.9705731326        -0.0059838592         0.0059838592         1.4657073169
        0.5256912000         9.6528270679         2.6239061363         1.3378393285         3.9629175002        -0.0059838592         0.0059838592         1.4682585140
        0.5306179000         5.5031374386         2.5746694810         1.3403916554         3.9756768875         0.0605034650        -0.0605034650         1.4682585140
        0.5357495000         4.9914630834         2.5685983923         1.3403916554         3.9731250101         0.0605034650        -0.0605034650         1.4657073169
        0.5407805000        21.2809678694         2.7482175699         1.3301823480         3.9629175002        -0.2054458319         0.2054458319         1.4708097111
        0.5458065000        18.8181167737         2.7326535969         1.3327346748         3.9629175002        -0.1389585076         0.1389585076         1.4682585140
        0.5509056000         3.1921018109         2.5472487160         1.3429439823         3.9680212551         0.1269907893        -0.1269907893         1.4759121052
        0.5563918000        10.5187375151         2.6341802864         1.3378393285         3.9705731326        -0.0059838592         0.0059838592         1.4631561198
        0.5607374000        23.1702270270         2.7504868941         1.3301823480         3.9654693777        -0.2054458319         0.2054458319         1.4682585140
        0.5655658000        20.7073759313         2.7475278584         1.3327346748         3.9654693777        -0.1389585076         0.1389585076         1.4733609081
        0.5707754000        -7.5195233874         2.4201537657         1.3506009628         3.9782287650         0.3264527620        -0.3264527620         1.4606049228
        0.5761842000        19.1217477097         2.7362562210         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4708097111
        0.5813908000         3.4957327469         2.5508513400         1.3429439823         3.9782287650         0.1269907893        -0.1269907893         1.4555025286
        0.5857577000        -1.7785159048         2.4882716327         1.3454963091         3.9705731326         0.1934781135        -0.1934781135         1.4682585140
        0.5906283000        13.3864298589         2.6682058623         1.3352870017         3.9731250101        -0.0724711834         0.0724711834         1.4657073169
        0.5955844000        18.1996093114         2.7253149182         1.3327346748         3.9654693777        -0.1389585076         0.1389585076         1.4682585140
        0.6010118000        15.1744787045         2.6894213151         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4606049228
        0.6055175000        19.9876581570         2.7465303711         1.3327346748         3.9654693777        -0.1389585076         0.1389585076         1.4682585140
        0.6105469000        12.7622327648         2.6607996753         1.3378393285         3.9731250101        -0.0059838592         0.0059838592         1.4759121052
        0.6155656000         4.4122483502         2.5617259275         1.3429439823         3.9705731326         0.1269907893        -0.1269907893         1.4708097111
        0.6217663000        15.9391788397         2.6984945905         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4631561198
        0.6255634000        12.3517687216         2.6559294613         1.3378393285         3.9731250101        -0.0059838592         0.0059838592         1.4733609081
        0.6305992000        20.8029634482         2.7476428206         1.3327346748         3.9654693777        -0.1389585076         0.1389585076         1.4733609081
        0.6356012000         9.3772432707         2.6206362955         1.3403916554         3.9782287650         0.0605034650        -0.0605034650         1.4682585140
        0.6406062000        -3.7353154404         2.4650539290         1.3480486360         3.9782287650         0.2599654377        -0.2599654377         1.4657073169
        0.6459418000        15.0676455973         2.6881537251         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4733609081
        0.6506447000        19.8808250498         2.7452627811         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4759121052
        0.6558396000         8.4551048723         2.6096949928         1.3403916554         3.9731250101         0.0605034650        -0.0605034650         1.4682585140
        0.6608649000        16.3440200877         2.7032980893         1.3352870017         3.9680212551        -0.0724711834         0.0724711834         1.4682585140
        0.6656134000         8.5563151843         2.6108958675         1.3403916554         3.9731250101         0.0605034650        -0.0605034650         1.4759121052
        0.6705125000        -0.3559487414         2.5051505936         1.3454963091         3.9782287650         0.1934781135        -0.1934781135         1.4682585140
        0.6758676000        19.0092918075         2.7349219157         1.3327346748         3.9654693777        -0.1389585076         0.1389585076         1.4657073169
        0.6808810000        24.3847507712         2.7519438131         1.3301823480         3.9705731326        -0.2054458319         0.2054458319         1.4657073169
        0.6864473000         5.1207205343         2.5701320503         1.3429439823         3.9731250101         0.1269907893        -0.1269907893         1.4733609081
        0.6913741000         8.2470614532         2.6072265281         1.3403916554         3.9680212551         0.0605034650        -0.0605034650         1.4682585140
        0.6958692000         7.7353870980         2.6011554394         1.3403916554         3.9782287650         0.0605034650        -0.0605034650         1.4657073169
        0.7005931000        -1.1768768278         2.4954101656         1.3454963091         3.9782287650         0.1934781135        -0.1934781135         1.4657073169
        0.7057160000        18.1883637211         2.7251814877         1.3327346748         3.9731250101        -0.1389585076         0.1389585076         1.4759121052
        0.7113291000        -1.6379460270         2.4899395142         1.3454963091         3.9807806424         0.1934781135        -0.1934781135         1.4708097111
        0.7156524000         0.9261153808         2.5203624660         1.3429439823         3.9731250101         0.1269907893        -0.1269907893         1.4682585140
        0.7209776000        12.4530458703         2.6571311290         1.3352870017         3.9731250101        -0.0724711834         0.0724711834         1.4606049228
        0.7258365000         8.8656357522         2.6145659998         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4657073169
        0.7305195000         8.9162409082         2.6151664372         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4733609081
        0.7357469000         8.9668460642         2.6157668745         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4733609081
        0.7408917000        17.4180407908         2.7160414970         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4708097111
        0.7459109000        -2.4082689573         2.4807995235         1.3454963091         3.9782287650         0.1934781135        -0.1934781135         1.4657073169
        0.7507469000        16.9569715916         2.7105708457         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4682585140
        0.7558122000         9.7315461994         2.6248401499         1.3378393285         3.9807806424        -0.0059838592         0.0059838592         1.4759121052
        0.7608263000         5.5818565701         2.5756034947         1.3403916554         3.9807806424         0.0605034650        -0.0605034650         1.4682585140
        0.7660182000         9.2704770002         2.6193694986         1.3378393285         3.9731250101        -0.0059838592         0.0059838592         1.4682585140
        0.7721639000        -3.2798021996         2.4704586582         1.3454963091         3.9807806424         0.1934781135        -0.1934781135         1.4682585140
        0.7755115000         3.4845539934         2.5507187025         1.3403916554         3.9731250101         0.0605034650        -0.0605034650         1.4631561198
        0.7804955000         2.9728796382         2.5446476138         1.3403916554         3.9680212551         0.0605034650        -0.0605034650         1.4682585140
        0.7855051000         2.4612052830         2.5385765251         1.3403916554         3.9756768875         0.0605034650        -0.0605034650         1.4759121052
        0.7905350000         6.1498257131         2.5823425290         1.3378393285         3.9731250101        -0.0059838592         0.0059838592         1.4631561198
        0.7955537000        14.6010204397         2.6826171515         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4682585140
        0.8005091000        -1.0249945231         2.4972122706         1.3429439823         3.9833325199         0.1269907893        -0.1269907893         1.4682585140
        0.8055327000        14.7022307517         2.6838180262         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4657073169
        0.8107585000         7.4768053595         2.5980873305         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4759121052
        0.8154641000        11.7277053008         2.6485248604         1.3352870017         3.9756768875        -0.0724711834         0.0724711834         1.4631561198
        0.8209054000        16.5408847533         2.7056339164         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4759121052
        0.8255481000        21.9163437170         2.7489811755         1.3301823480         3.9705731326        -0.2054458319         0.2054458319         1.4682585140
        0.8305132000         6.8526082654         2.5906811436         1.3403916554         3.9782287650         0.0605034650        -0.0605034650         1.4657073169
        0.8356365000        10.5412286956         2.6344471474         1.3378393285         3.9731250101        -0.0059838592         0.0059838592         1.4733609081
        0.8415903000        18.9924234222         2.7347217700         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4759121052
        0.8455472000         3.3664084594         2.5493168890         1.3429439823         3.9782287650         0.1269907893        -0.1269907893         1.4657073169
        0.8504721000         2.2924545930         2.5365742743         1.3429439823         3.9782287650         0.1269907893        -0.1269907893         1.4657073169
        0.8554786000        22.2199746531         2.7493459373         1.3301823480         3.9756768875        -0.2054458319         0.2054458319         1.4759121052
        0.8605527000         2.9559444162         2.5444466750         1.3429439823         3.9807806424         0.1269907893        -0.1269907893         1.4657073169
        0.8658659000         1.8819905498         2.5317040603         1.3429439823         3.9731250101         0.1269907893        -0.1269907893         1.4708097111
        0.8708331000        26.0098053952         2.7538908527         1.3276300211         3.9705731326        -0.2719331561         0.2719331561         1.4657073169
        0.8755923000        19.9089390254         2.7455963574         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4682585140
        0.8809080000         0.0826292773         2.5103543839         1.3454963091         3.9731250101         0.1934781135        -0.1934781135         1.4631561198
        0.8860490000        -1.5536041003         2.4909402431         1.3454963091         3.9807806424         0.1934781135        -0.1934781135         1.4580537257
        0.8905300000        13.6113416633         2.6708744727         1.3352870017         3.9756768875        -0.0724711834         0.0724711834         1.4631561198
        0.8959902000        10.0239315453         2.6283093435         1.3378393285         3.9680212551        -0.0059838592         0.0059838592         1.4657073169
        0.9010063000        18.4751262719         2.7285839660         1.3327346748         3.9731250101        -0.1389585076         0.1389585076         1.4682585140
        0.9055848000        19.6502904503         2.7425274554         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4555025286
        0.9105485000        16.6251598434         2.7066338523         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4682585140
        0.9155091000         8.8374549400         2.6142316305         1.3403916554         3.9731250101         0.0605034650        -0.0605034650         1.4606049228
        0.9205103000        20.9266649407         2.7477915811         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4733609081
        0.9256167000        13.7012395485         2.6719411238         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4631561198
        0.9305339000         9.5515499192         2.6227044686         1.3403916554         3.9756768875         0.0605034650        -0.0605034650         1.4733609081
        0.9356861000         4.8395807787         2.5667962873         1.3429439823         3.9807806424         0.1269907893        -0.1269907893         1.4682585140
        0.9405147000        20.5668060535         2.7473587791         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4759121052
        0.9457611000         4.9407910907         2.5679971620         1.3429439823         3.9731250101         0.1269907893        -0.1269907893         1.4708097111
        0.9506109000        16.4677215802         2.7047658250         1.3352870017         3.9680212551        -0.0724711834         0.0724711834         1.4733609081
        0.9559501000        29.6814906033         2.7582802802         1.3276300211         3.9705731326        -0.2719331561         0.2719331561         1.4682585140
        0.9605295000        19.3803294482         2.7393243299         1.3352870017         3.9705731326        -0.0724711834         0.0724711834         1.4708097111
        0.9654892000        11.5926245448         2.6469221081         1.3403916554         3.9756768875         0.0605034650        -0.0605034650         1.4657073169
        0.9704859000         6.8806554043         2.5910139268         1.3429439823         3.9756768875         0.1269907893        -0.1269907893         1.4606049228
        0.9755088000        10.0069963232         2.6281084047         1.3403916554         3.9731250101         0.0605034650        -0.0605034650         1.4631561198
        0.9805404000         1.0947323975         2.5223631308         1.3454963091         3.9807806424         0.1934781135        -0.1934781135         1.4606049228
        0.9858497000        20.4599729464         2.7472302651         1.3327346748         3.9680212551        -0.1389585076         0.1389585076         1.4733609081
        0.9914926000        13.2345475542         2.6664037572         1.3378393285         3.9782287650        -0.0059838592         0.0059838592         1.4682585140
        0.9957118000        -3.5160264310         2.4676558242         1.3480486360         3.9756768875         0.2599654377        -0.2599654377         1.4606049228
        1.0015699000         6.8863450361         2.5910814351         1.3403916554         3.9807806424         0.0605034650        -0.0605034650         1.4631561198
        1.0063679000        18.9755550368         2.7345216242         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4682585140
        1.0105740000        11.7501296446         2.6487909284         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4657073169
        1.0155096000         3.4001452300         2.5497171806         1.3429439823         3.9858843974         0.1269907893        -0.1269907893         1.4708097111
        1.0207167000        10.7267809343         2.6366487510         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4606049228
        1.0258395000         6.5770913050         2.5874120958         1.3403916554         3.9858843974         0.0605034650        -0.0605034650         1.4657073169
        1.0306186000        10.2657117351         2.6311780997         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4682585140
        1.0362784000         1.9157273205         2.5321043518         1.3429439823         3.9756768875         0.1269907893        -0.1269907893         1.4631561198
        1.0405955000         0.8417734541         2.5193617371         1.3429439823         3.9833325199         0.1269907893        -0.1269907893         1.4606049228
        1.0457746000        -4.4324751976         2.4567820298         1.3454963091         3.9782287650         0.1934781135        -0.1934781135         1.4631561198
        1.0505431000         6.5321757807         2.5868791667         1.3378393285         3.9858843974        -0.0059838592         0.0059838592         1.4682585140
        1.0557894000        -1.8178086338         2.4878054189         1.3429439823         3.9807806424         0.1269907893        -0.1269907893         1.4682585140
        1.0606164000         1.3085322851         2.5248998967         1.3403916554         3.9731250101         0.0605034650        -0.0605034650         1.4682585140
        1.0658637000        -7.6037316407         2.4191546229         1.3454963091         3.9731250101         0.1934781135        -0.1934781135         1.4631561198
        1.0708924000        -0.8393754477         2.4994146672         1.3403916554         3.9756768875         0.0605034650        -0.0605034650         1.4733609081
        1.0755590000         2.8492449824         2.5431806711         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4401953461
        1.0807529000         2.8998501384         2.5437811085         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4606049228
        1.0855778000        -1.2498394909         2.4945444532         1.3403916554         3.9705731326         0.0605034650        -0.0605034650         1.4708097111
        1.0905563000         6.6390757245         2.5881475497         1.3352870017         3.9782287650        -0.0724711834         0.0724711834         1.4606049228
        1.0955408000         3.0516656065         2.5455824205         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4733609081
        1.1005522000        11.5028603331         2.6458570430         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4657073169
        1.1054896000        -4.1231546297         2.4604521621         1.3429439823         3.9833325199         0.1269907893        -0.1269907893         1.4631561198
        1.1105080000         3.2034810745         2.5473837325         1.3378393285         3.9705731326        -0.0059838592         0.0059838592         1.4657073169
        1.1155130000        -9.3467981254         2.3984728921         1.3454963091         3.9833325199         0.1934781135        -0.1934781135         1.4606049228
        1.1204997000         1.6178528529         2.5285700291         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4733609081
        1.1255075000         5.8687527942         2.5790075590         1.3352870017         3.9756768875        -0.0724711834         0.0724711834         1.4631561198
        1.1305364000         6.4816374614         2.5862795224         1.3352870017         3.9782287650        -0.0724711834         0.0724711834         1.4657073169
        1.1355451000        15.4951116992         2.6932256710         1.3301823480         3.9782287650        -0.2054458319         0.2054458319         1.4733609081
        1.1405772000        -7.9692133230         2.4148181309         1.3454963091         3.9807806424         0.1934781135        -0.1934781135         1.4631561198
        1.1455523000        11.3960272259         2.6445894531         1.3327346748         3.9731250101        -0.1389585076         0.1389585076         1.4682585140
        1.1505050000         4.1706018337         2.5588587573         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4631561198
        1.1563487000         4.2212069897         2.5594591947         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4657073169
        1.1609070000         4.2718121457         2.5600596320         1.3378393285         3.9858843974        -0.0059838592         0.0059838592         1.4682585140
        1.1657603000         4.3224173018         2.5606600694         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4682585140
        1.1708153000         4.3730224578         2.5612605067         1.3378393285         3.9782287650        -0.0059838592         0.0059838592         1.4682585140
        1.1755477000         4.4236276138         2.5618609441         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4657073169
        1.1805295000        12.8748223404         2.6621355666         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4682585140
        1.1854884000         9.8496917335         2.6262419634         1.3352870017         3.9782287650        -0.0724711834         0.0724711834         1.4682585140
        1.1905583000        14.6628711860         2.6833510194         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4759121052
        1.1955692000        -0.9631437768         2.4979461385         1.3429439823         3.9807806424         0.1269907893        -0.1269907893         1.4682585140
        1.2012130000        -6.2373924285         2.4353664312         1.3454963091         3.9833325199         0.1934781135        -0.1934781135         1.4682585140
        1.2054894000         8.9275533351         2.6153006607         1.3352870017         3.9756768875        -0.0724711834         0.0724711834         1.4682585140
        1.2112683000         5.3401432170         2.5727355315         1.3378393285         3.9782287650        -0.0059838592         0.0059838592         1.4631561198
        1.2163900000         1.1904535877         2.5234988763         1.3403916554         3.9782287650         0.0605034650        -0.0605034650         1.4631561198
        1.2207747000         4.8790740178         2.5672648802         1.3378393285         3.9782287650        -0.0059838592         0.0059838592         1.4657073169
        1.2258199000        13.3302687444         2.6675395027         1.3327346748         3.9756768875        -0.1389585076         0.1389585076         1.4733609081
        1.2313316000         6.1048433522         2.5818088069         1.3378393285         3.9705731326        -0.0059838592         0.0059838592         1.4657073169
        1.2356757000        18.7563328642         2.7319205220         1.3301823480         3.9705731326        -0.2054458319         0.2054458319         1.4759121052
        1.2404853000         7.8928921978         2.6030242598         1.3378393285         3.9782287650        -0.0059838592         0.0059838592         1.4759121052
        1.2456046000         3.7432025685         2.5537876045         1.3403916554         3.9833325199         0.0605034650        -0.0605034650         1.4657073169
        1.2513892000        -5.1690613572         2.4480423306         1.3454963091         3.9756768875         0.1934781135        -0.1934781135         1.4631561198
        1.2569422000        18.3964739770         2.7276507454         1.3301823480         3.9680212551        -0.2054458319         0.2054458319         1.4657073169
        1.2608017000        11.7333280960         2.6485915757         1.3352870017         3.9756768875        -0.0724711834         0.0724711834         1.4631561198
        1.2656199000        16.5465075485         2.7057006317         1.3327346748         3.9731250101        -0.1389585076         0.1389585076         1.4708097111
        1.2714231000        -3.2798021996         2.4704586582         1.3454963091         3.9807806424         0.1934781135        -0.1934781135         1.4682585140
        1.2760101000        20.2857331346         2.7470206393         1.3301823480         3.9705731326        -0.2054458319         0.2054458319         1.4682585140
        1.2807964000        -3.1785918876         2.4716595328         1.3454963091         3.9833325199         0.1934781135        -0.1934781135         1.4682585140
        1.2866717000        -0.6145304799         2.5020824846         1.3429439823         3.9756768875         0.1269907893        -0.1269907893         1.4759121052
        1.2915790000        10.9124000096         2.6388511477         1.3352870017         3.9756768875        -0.0724711834         0.0724711834         1.4606049228
        1.2956278000         7.3249898915         2.5962860185         1.3378393285         3.9833325199        -0.0059838592         0.0059838592         1.4657073169
        1.3013756000         7.3755950475         2.5968864558         1.3378393285         3.9756768875        -0.0059838592         0.0059838592         1.4606049228
        1.3060544000        -0.9743893670         2.4978127080         1.3429439823         3.9833325199         0.1269907893        -0.1269907893         1.4682585140
        1.3105772000        -6.2486380187         2.4352330006         1.3454963091         3.9833325199         0.1934781135        -0.1934781135         1.4631561198
        1.3158274000        -3.6845766110         2.4656559524         1.3429439823         3.9756768875         0.1269907893        -0.1269907893         1.4606049228
        1.3205072000        12.0426486638         2.6522617080         1.3327346748         3.9705731326        -0.1389585076         0.1389585076         1.4657073169
        1.3255043000         4.8172232716         2.5665310123         1.3378393285         3.9782287650        -0.0059838592         0.0059838592         1.4631561198
        1.3304907000         9.0681232129         2.6169685422         1.3352870017         3.9756768875        -0.0724711834         0.0724711834         1.4733609081
