% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338197V  K_gimbal=26.049690  samples=12001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
       30.3663028000       182.0694431385         2.9320255492         1.3352870017         4.0700963535        -0.0757955496         0.0757955496         1.5907159736
       30.3707218000       165.9092626400         2.9141027799         1.3454963091         4.0879594957         0.1901537473        -0.1901537473         1.5958183678
       30.3757186000       168.5014380233         2.9169814448         1.3429439823         4.1058226379         0.1236664231        -0.1236664231         1.5805111853
       30.3805448000       159.0550085619         2.9064828027         1.3480486360         4.1109263928         0.2566410715        -0.2566410715         1.5881647766
       30.3862489000       161.0849044340         2.9087407681         1.3454963091         4.1287895351         0.1901537473        -0.1901537473         1.5779599882
       30.3914139000       146.8759006761         2.8929095262         1.3531532897         4.1364451674         0.3896157200        -0.3896157200         1.5805111853
       30.3962781000       164.5824166670         2.9126286568         1.3403916554         4.1466526773         0.0571790988        -0.0571790988         1.5830623824
       30.4005742000       151.4979719314         2.8980661869         1.3480486360         4.1619639420         0.2566410715        -0.2566410715         1.5754087912
       30.4055116000       161.9284573741         2.9096787687         1.3403916554         4.1696195744         0.0571790988        -0.0571790988         1.5779599882
       30.4104893000       165.6451917798         2.9138094325         1.3378393285         4.1823789617        -0.0093082254         0.0093082254         1.5830623824
       30.4154820000       157.3233213408         2.9045556391         1.3429439823         4.1925864715         0.1236664231        -0.1236664231         1.5652040029
       30.4205400000       126.8754179528         2.8705046584         1.3608102703         4.2130014912         0.5890776926        -0.5890776926         1.5703063970
       30.4255135000       138.6948006249         2.8837638931         1.3506009628         4.2206571236         0.3231283957        -0.3231283957         1.5728575941
       30.4305517000       131.7618274152         2.8759934295         1.3531532897         4.2283127560         0.3896157200        -0.3896157200         1.5575504116
       30.4354854000       120.0662799090         2.8628381601         1.3582579434         4.2461758982         0.5225903684        -0.5225903684         1.5626528058
       30.4404939000       107.2461733804         2.8483415568         1.3633625971         4.2589352855         0.6555650169        -0.6555650169         1.5549992146
       30.4457895000       126.9038661118         2.8705366438         1.3480486360         4.2538315306         0.2566410715        -0.2566410715         1.5549992146
       30.4509102000       116.3328776280         2.8586252509         1.3531532897         4.2742465502         0.3896157200        -0.3896157200         1.5652040029
       30.4557214000       104.6373301218         2.8453807933         1.3582579434         4.2844540601         0.5225903684        -0.5225903684         1.5626528058
       30.4606075000       104.4181079491         2.8451318248         1.3557056165         4.2946615699         0.4561030442        -0.4561030442         1.5626528058
       30.4658515000       113.1617548582         2.8550413305         1.3480486360         4.3048690797         0.2566410715        -0.2566410715         1.5575504116
       30.4708935000        98.3904715891         2.8382754004         1.3557056165         4.3099728347         0.4561030442        -0.4561030442         1.5498968204
       30.4758943000        94.5332341423         2.8338764214         1.3557056165         4.3329397318         0.4561030442        -0.4561030442         1.5447944263
       30.4809017000        90.6759966955         2.8294681910         1.3557056165         4.3329397318         0.4561030442        -0.4561030442         1.5422432292
       30.4863026000        99.4196436046         2.8394475941         1.3480486360         4.3431472416         0.2566410715        -0.2566410715         1.5473456233
       30.4905080000        72.0474759796         2.8080383403         1.3633625971         4.3584585064         0.6555650169        -0.6555650169         1.5345896380
       30.4963390000        91.7051687110         2.8306452993         1.3480486360         4.3610103838         0.2566410715        -0.2566410715         1.5396920321
       30.5005512000        72.7335906566         2.8088320022         1.3582579434         4.3686660162         0.5225903684        -0.5225903684         1.5345896380
       30.5062083000        85.1152528398         2.8230961988         1.3480486360         4.3839772810         0.2566410715        -0.2566410715         1.5396920321
       30.5105012000        66.1436747854         2.8011944345         1.3582579434         4.3916329133         0.5225903684        -0.5225903684         1.5269360467
       30.5163705000        78.5253369686         2.8155178546         1.3480486360         4.3992885457         0.2566410715        -0.2566410715         1.5345896380
       30.5205538000        55.3534641289         2.7886150660         1.3608102703         4.4094960556         0.5890776926        -0.5890776926         1.5294872438
