% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 3
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
33.0150000000        -3.4924941500        -8.0596287500        -8.1865842320       
33.0200000000        -3.4899957000        -8.0538630769        -8.3417213219       
33.0250000000        -3.4874113833        -8.0478992493        -8.1865842320       
33.0300000000        -3.4849955000        -8.0423241154        -8.2973964391       
33.0350000000        -3.4824715167        -8.0364995190        -8.1200969078       
33.0400000000        -3.4799935333        -8.0307810769        -8.3195588805       
33.0450000000        -3.4774941000        -8.0250131346        -8.2087466735       
33.0500000000        -3.4749952500        -8.0192465384        -7.9427973765       
33.0550000000        -3.4724918500        -8.0134694422        -8.2752339977       
33.0600000000        -3.4699946500        -8.0077066538        -7.8984724937       
33.0650000000        -3.4674943167        -8.0019366346        -8.0536095836       
33.0700000000        -3.4649924167        -7.9961630000        -8.0536095836       
33.0750000000        -3.4624852167        -7.9903771345        -8.2309091148       
33.0800000000        -3.4599917000        -7.9846228461        -7.9427973766       
33.0850000000        -3.4574954833        -7.9788623269        -8.0757720250       
33.0900000000        -3.4549955833        -7.9730933077        -7.9206349351       
33.0950000000        -3.4524958333        -7.9673246346        -7.8763100523       
33.1000000000        -3.4499890833        -7.9615398076        -7.9871222593       
33.1050000000        -3.4474944667        -7.9557829808        -7.9649598180       
33.1100000000        -3.4449959333        -7.9500171153        -7.8541476109       
33.1150000000        -3.4424947333        -7.9442450961        -8.0314471422       
33.1200000000        -3.4399952833        -7.9384771153        -8.0092847008       
33.1250000000        -3.4374925333        -7.9327015192        -7.9871222594       
33.1300000000        -3.4349859167        -7.9269169999        -7.7654978453       
33.1350000000        -3.4324881167        -7.9211528268        -7.6768480796       
33.1400000000        -3.4299936500        -7.9153963461        -8.0314471422       
33.1450000000        -3.4274936167        -7.9096270192        -7.7876602867       
33.1500000000        -3.4249717000        -7.9038071921        -8.0092847008       
33.1550000000        -3.4224924667        -7.8980858653        -7.8541476109       
33.1600000000        -3.4199792000        -7.8922859998        -7.7876602867       
33.1650000000        -3.4174920500        -7.8865464038        -8.0314471422       
33.1700000000        -3.4149897833        -7.8807719230        -7.8984724937       
33.1750000000        -3.4124917500        -7.8750072115        -7.7876602867       
33.1800000000        -3.4099942167        -7.8692436538        -7.9427973766       
33.1850000000        -3.4074952333        -7.8634767500        -7.8098227281       
33.1900000000        -3.4049943167        -7.8577053846        -7.8319851695       
33.1950000000        -3.4024949333        -7.8519375576        -7.8319851695       
33.2000000000        -3.3999953667        -7.8461693076        -7.9206349351       
33.2050000000        -3.3974949500        -7.8403990961        -8.0092847007       
33.2100000000        -3.3949617500        -7.8345532305        -7.8098227281       
33.2150000000        -3.3924939000        -7.8288581730        -7.7876602867       
33.2200000000        -3.3899954333        -7.8230924615        -8.0757720250       
33.2250000000        -3.3874949833        -7.8173221731        -7.9206349351       
33.2300000000        -3.3849615833        -7.8114758459        -7.9427973766       
33.2350000000        -3.3824932667        -7.8057797115        -7.8541476109       
33.2400000000        -3.3799380000        -7.7998829226        -8.1865842320       
33.2450000000        -3.3774955500        -7.7942464807        -7.6546856382       
33.2500000000        -3.3749609167        -7.7883973074        -7.8319851695       
33.2550000000        -3.3724930333        -7.7827021730        -7.9649598179       
33.2600000000        -3.3699929000        -7.7769326153        -7.9206349351       
33.2650000000        -3.3674944167        -7.7711668653        -7.8098227281       
33.2700000000        -3.3649938167        -7.7653962307        -7.8319851695       
33.2750000000        -3.3624949500        -7.7596295961        -7.8984724937       
33.2800000000        -3.3599952667        -7.7538610769        -8.0092847008       
33.2850000000        -3.3574766667        -7.7480489037        -7.5217109898       
33.2900000000        -3.3549835000        -7.7422954230        -8.0757720250       
33.2950000000        -3.3524935500        -7.7365493653        -7.8984724937       
33.3000000000        -3.3499950000        -7.7307834615        -7.7876602867       
33.3050000000        -3.3474938000        -7.7250114423        -7.9206349351       
33.3100000000        -3.3449468333        -7.7191338073        -7.9206349351       
33.3150000000        -3.3424957000        -7.7134773269        -7.7433354039       
33.3200000000        -3.3399277333        -7.7075512302        -8.0314471422       
33.3250000000        -3.3374832167        -7.7019100191        -7.8319851695       
33.3300000000        -3.3349951333        -7.6961682692        -7.8541476109       
33.3350000000        -3.3324920667        -7.6903919422        -8.1865842320       
33.3400000000        -3.3299831667        -7.6846021537        -7.8541476109       
33.3450000000        -3.3274951667        -7.6788605961        -7.7876602867       
33.3500000000        -3.3249945833        -7.6730900000        -7.9427973765       
33.3550000000        -3.3224952167        -7.6673222115        -7.9649598180       
33.3600000000        -3.3199762833        -7.6615092690        -8.1865842320       
33.3650000000        -3.3174951000        -7.6557834423        -7.8098227281       
33.3700000000        -3.3149929167        -7.6500091538        -8.0979344664       
33.3750000000        -3.3124957000        -7.6442463269        -8.0314471422       
33.3800000000        -3.3099847833        -7.6384518845        -7.8098227281       
33.3850000000        -3.3074948000        -7.6327057500        -8.3860462047       
33.3900000000        -3.3049927667        -7.6269318076        -7.6990105210       
33.3950000000        -3.3024935667        -7.6211644038        -8.0979344664       
33.4000000000        -3.2999905000        -7.6153880768        -7.9206349352       
33.4050000000        -3.2974965667        -7.6096328269        -7.8984724937       
33.4100000000        -3.2949939333        -7.6038575000        -8.0757720250       
33.4150000000        -3.2924882000        -7.5980750191        -7.7876602867       
33.4200000000        -3.2899900667        -7.5923100769        -7.9206349351       
33.4250000000        -3.2874911333        -7.5865432884        -8.1644217906       
33.4300000000        -3.2842824167        -7.5791385329        -7.8098227281       
33.4350000000        -3.2822561000        -7.5744624020        -8.1422593492       
33.4400000000        -3.2799920667        -7.5692376922        -7.9649598179       
33.4450000000        -3.2774916333        -7.5634674422        -8.1200969078       
33.4500000000        -3.2749934333        -7.5577023461        -8.0314471422       
33.4550000000        -3.2724925333        -7.5519310192        -8.0314471422       
33.4600000000        -3.2699917167        -7.5461598845        -7.9871222594       
33.4650000000        -3.2674939333        -7.5403957499        -8.0536095836       
33.4700000000        -3.2649929667        -7.5346242692        -8.0757720250       
33.4750000000        -3.2624920833        -7.5288529807        -7.9206349351       
33.4800000000        -3.2599957667        -7.5230922307        -8.1865842320       
33.4850000000        -3.2574962167        -7.5173240192        -8.2973964391       
33.4900000000        -3.2549938500        -7.5115493077        -8.0757720250       
33.4950000000        -3.2524949167        -7.5057825192        -7.9649598180       
33.5000000000        -3.2499936167        -7.5000102692        -8.3417213219       
33.5050000000        -3.2474956167        -7.4942456346        -8.1422593492       
33.5100000000        -3.2449933833        -7.4884712307        -7.9427973766       
33.5150000000        -3.2424948000        -7.4827052500        -7.9871222593       
33.5200000000        -3.2399925833        -7.4769308845        -8.1644217906       
33.5250000000        -3.2374955000        -7.4711683653        -7.8763100523       
33.5300000000        -3.2349934667        -7.4653944230        -7.8984724937       
33.5350000000        -3.2324939000        -7.4596261730        -8.3638837633       
33.5400000000        -3.2299911500        -7.4538505768        -7.8098227281       
33.5450000000        -3.2274889500        -7.4480762499        -8.0092847008       
33.5500000000        -3.2249914833        -7.4423128461        -7.7211729625       
33.5550000000        -3.2223269333        -7.4361638641        -7.9427973765       
33.5600000000        -3.2199929000        -7.4307776153        -8.2530715563       
33.5650000000        -3.2174858833        -7.4249921730        -7.6325231968       
33.5700000000        -3.2149904167        -7.4192333846        -8.0536095836       
33.5750000000        -3.2124739500        -7.4134261344        -8.0979344664       
33.5800000000        -3.2099917000        -7.4076978461        -7.8763100523       
33.5850000000        -3.2074818000        -7.4019057499        -7.6990105210       
33.5900000000        -3.2049923000        -7.3961607307        -8.1644217906       
33.5950000000        -3.2024166500        -7.3902169032        -7.9871222594       
33.6000000000        -3.1999924667        -7.3846226154        -7.5660358726       
33.6050000000        -3.1974930333        -7.3788546730        -8.1200969078       
33.6100000000        -3.1949918667        -7.3730827307        -7.6325231968       
33.6150000000        -3.1924932333        -7.3673166346        -7.7876602867       
33.6200000000        -3.1899823500        -7.3615222691        -8.3417213219       
33.6250000000        -3.1874882667        -7.3557666730        -7.6325231968       
33.6300000000        -3.1849958500        -7.3500149231        -7.8541476109       
33.6350000000        -3.1824956167        -7.3442451346        -8.0536095836       
33.6400000000        -3.1799875833        -7.3384573461        -7.7654978453       
33.6450000000        -3.1774963000        -7.3327082115        -7.7433354039       
33.6500000000        -3.1749948333        -7.3269355769        -7.9206349351       
33.6550000000        -3.1724934667        -7.3211631730        -7.8541476109       
33.6600000000        -3.1699933833        -7.3153937307        -8.0092847008       
33.6650000000        -3.1674957167        -7.3096298654        -7.6325231968       
33.6700000000        -3.1649260667        -7.3036998841        -7.8098227281       
33.6750000000        -3.1624919833        -7.2980827499        -8.1200969078       
33.6800000000        -3.1599746000        -7.2922733844        -7.4773861070       
33.6850000000        -3.1574951000        -7.2865514423        -7.6103607554       
33.6900000000        -3.1549955167        -7.2807831538        -8.2087466734       
33.6950000000        -3.1524955333        -7.2750139423        -7.3887363413       
33.7000000000        -3.1499962000        -7.2692462307        -7.6546856382       
33.7050000000        -3.1474955500        -7.2634754807        -7.8319851695       
33.7100000000        -3.1449957500        -7.2577066923        -7.6103607554       
33.7150000000        -3.1424946167        -7.2519348269        -7.7876602867       
33.7200000000        -3.1399969833        -7.2461710384        -7.7876602866       
33.7250000000        -3.1374948167        -7.2403967884        -7.5881983140       
33.7300000000        -3.1349960167        -7.2346303077        -7.7654978453       
33.7350000000        -3.1324925500        -7.2288530576        -7.6990105210       
33.7400000000        -3.1299950167        -7.2230895000        -7.6768480796       
33.7450000000        -3.1274948333        -7.2173198269        -7.1006246030       
33.7500000000        -3.1249946833        -7.2115502307        -8.1422593492       
33.7550000000        -3.1224951167        -7.2057819807        -7.2779241343       
33.7600000000        -3.1199953167        -7.2000131923        -7.3887363413       
33.7650000000        -3.1174919500        -7.1942361730        -7.7654978453       
33.7700000000        -3.1149955833        -7.1884753077        -7.1892743686       
33.7750000000        -3.1124938833        -7.1827021346        -7.3444114585       
33.7800000000        -3.1099949333        -7.1769353077        -7.6103607554       
33.7850000000        -3.1074955833        -7.1711675577        -7.2335992514       
33.7900000000        -3.1049914333        -7.1653887307        -7.5881983140       
33.7950000000        -3.1024952333        -7.1596282500        -7.1892743686       
33.8000000000        -3.0999864333        -7.1538386922        -7.4995485484       
33.8050000000        -3.0974950000        -7.1480892115        -7.1449494858       
33.8100000000        -3.0949942667        -7.1423182692        -7.3665738999       
33.8150000000        -3.0924943333        -7.1365491730        -7.4330612241       
33.8200000000        -3.0899964500        -7.1307848077        -7.0341372788       
33.8250000000        -3.0874953333        -7.1250129808        -7.5881983140       
33.8300000000        -3.0849951500        -7.1192433077        -7.2335992515       
33.8350000000        -3.0824951167        -7.1134739808        -7.1006246030       
33.8400000000        -3.0799871667        -7.1076863845        -7.3665738999       
33.8450000000        -3.0774959167        -7.1019373269        -6.9898123960       
33.8500000000        -3.0749956333        -7.0961674230        -7.2779241343       
33.8550000000        -3.0724954833        -7.0903978269        -7.1227870444       
33.8600000000        -3.0699944333        -7.0846261538        -7.1006246030       
33.8650000000        -3.0674942833        -7.0788565577        -7.4108987827       
33.8700000000        -3.0649961500        -7.0730916154        -6.7017006576       
33.8750000000        -3.0624733667        -7.0672697882        -7.3444114585       
33.8800000000        -3.0599964667        -7.0615538461        -7.2557616929       
33.8850000000        -3.0574962500        -7.0557840961        -6.9233250717       
33.8900000000        -3.0549957167        -7.0500136153        -7.2779241343       
33.8950000000        -3.0524917667        -7.0442352500        -7.0341372788       
33.9000000000        -3.0499973667        -7.0384789231        -7.1671119272       
33.9050000000        -3.0474951833        -7.0327046346        -7.3887363413       
33.9100000000        -3.0449686000        -7.0268740382        -6.8790001889       
33.9150000000        -3.0424956000        -7.0211670961        -7.3665738999       
33.9200000000        -3.0399926000        -7.0153909230        -7.2335992514       
33.9250000000        -3.0374924500        -7.0096213268        -6.8568377475       
33.9300000000        -3.0349215000        -7.0036883456        -7.4773861070       
33.9350000000        -3.0324843167        -6.9980640576        -6.9011626303       
33.9400000000        -3.0299925667        -6.9923138461        -6.9233250717       
33.9450000000        -3.0274941000        -6.9865481346        -7.4330612242       
33.9500000000        -3.0249957833        -6.9807827692        -6.6573757748       
33.9550000000        -3.0224950500        -6.9750118269        -7.1449494858       
33.9600000000        -3.0199945667        -6.9692414615        -7.0341372788       
33.9650000000        -3.0174952667        -6.9634738269        -6.6130508920       
33.9700000000        -3.0149960500        -6.9577063846        -7.2779241343       
33.9750000000        -3.0124942667        -6.9519330192        -6.9898123959       
33.9800000000        -3.0099938500        -6.9461628076        -6.3471015951       
33.9850000000        -3.0074946000        -6.9403952884        -6.9898123960       
33.9900000000        -3.0049959500        -6.9346291538        -6.9454875131       
33.9950000000        -3.0024957333        -6.9288594038        -6.8346753061       
34.0000000000        -2.9999969500        -6.9230929615        -6.8790001889       
34.0050000000        -2.9974974500        -6.9173248653        -6.8790001889       
34.0100000000        -2.9949940667        -6.9115478076        -6.9898123960       
34.0150000000        -2.9924955667        -6.9057820192        -7.2335992514       
34.0200000000        -2.9899963167        -6.9000145000        -6.7903504233       
34.0250000000        -2.9874949000        -6.8942419807        -7.0562997202       
34.0300000000        -2.9849962833        -6.8884759230        -7.0119748373       
34.0350000000        -2.9824957333        -6.8827054038        -6.7238630990       
34.0400000000        -2.9799962667        -6.8769373846        -7.0341372788       
34.0450000000        -2.9774965167        -6.8711687115        -6.7903504233       
34.0500000000        -2.9749964833        -6.8653993846        -6.7681879818       
34.0550000000        -2.9724948167        -6.8596262884        -7.0562997202       
34.0600000000        -2.9699595000        -6.8537755381        -6.7238630990       
34.0650000000        -2.9674951833        -6.8480886346        -6.7017006577       
34.0700000000        -2.9649908833        -6.8423094615        -6.7238630990       
34.0750000000        -2.9624963667        -6.8365528654        -6.8790001889       
34.0800000000        -2.9581468333        -6.8265154473        -6.7460255405       
34.0850000000        -2.9561826167        -6.8219826245        -6.7238630990       
34.0900000000        -2.9542173167        -6.8174473017        -7.2114368101       
34.0950000000        -2.9522597000        -6.8129297097        -6.6352133334       
34.1000000000        -2.9499957667        -6.8077052307        -6.8125128647       
34.1050000000        -2.9474932167        -6.8019300961        -7.0341372788       
34.1100000000        -2.9449962167        -6.7961677692        -6.6130508920       
34.1150000000        -2.9424923333        -6.7903895577        -6.9898123959       
34.1200000000        -2.9398307167        -6.7842473448        -6.6795382162       
34.1250000000        -2.9366765000        -6.7769683590        -6.8125128647       
34.1300000000        -2.9345255667        -6.7720046502        -6.9454875131       
34.1350000000        -2.9324886833        -6.7673041345        -6.9011626303       
34.1400000000        -2.9299949333        -6.7615493076        -6.4800762435       
34.1450000000        -2.9274920333        -6.7557733653        -7.1892743686       
34.1500000000        -2.9249933500        -6.7500071538        -6.7017006576       
34.1550000000        -2.9224952333        -6.7442422500        -6.7017006576       
34.1600000000        -2.9199928500        -6.7384675000        -7.0119748374       
34.1650000000        -2.9174939000        -6.7327006731        -6.7903504233       
34.1700000000        -2.9149868667        -6.7269151922        -6.7238630991       
34.1750000000        -2.9124224667        -6.7209973263        -6.9676499545       
34.1800000000        -2.9098291500        -6.7150127295        -6.7017006576       
34.1850000000        -2.9074545500        -6.7095328650        -6.9898123960       
34.1900000000        -2.9048889000        -6.7036121146        -6.9011626303       
34.1950000000        -2.9024715333        -6.6980335575        -6.8346753061       
34.2000000000        -2.8999959000        -6.6923205384        -6.9011626303       
34.2050000000        -2.8974955167        -6.6865504038        -6.6130508920       
34.2100000000        -2.8949930333        -6.6807754230        -7.0562997202       
34.2150000000        -2.8924944667        -6.6750094808        -6.8568377475       
34.2200000000        -2.8899916333        -6.6692336922        -6.7238630991       
34.2250000000        -2.8874937833        -6.6634694038        -6.9454875131       
34.2300000000        -2.8849549000        -6.6576104228        -6.7903504232       
34.2350000000        -2.8824942833        -6.6519320576        -6.8346753061       
34.2400000000        -2.8799946167        -6.6461635769        -6.8346753061       
34.2450000000        -2.8774938167        -6.6403924807        -6.6352133334       
34.2500000000        -2.8749762833        -6.6345827691        -7.0119748374       
34.2550000000        -2.8724748167        -6.6288101345        -6.9011626303       
34.2600000000        -2.8699682833        -6.6230258074        -6.6795382163       
34.2650000000        -2.8674727333        -6.6172668267        -7.1006246030       
34.2700000000        -2.8649722000        -6.6114963459        -6.6130508920       
34.2750000000        -2.8624947667        -6.6057791731        -6.7460255405       
34.2800000000        -2.8599941333        -6.6000084615        -7.1227870444       
34.2850000000        -2.8574923000        -6.5942349807        -6.6795382162       
34.2900000000        -2.8549937333        -6.5884690384        -6.7460255404       
34.2950000000        -2.8524958667        -6.5827047115        -7.0562997202       
34.3000000000        -2.8499961333        -6.5769360769        -6.7017006576       
34.3050000000        -2.8474708833        -6.5711085575        -6.7903504233       
34.3100000000        -2.8449938000        -6.5653921923        -6.9454875131       
34.3150000000        -2.8424956667        -6.5596272500        -6.6795382162       
34.3200000000        -2.8399844500        -6.5538321153        -7.0562997202       
34.3250000000        -2.8374930667        -6.5480827500        -6.9011626303       
34.3300000000        -2.8349923167        -6.5423117692        -6.7681879819       
34.3350000000        -2.8324937833        -6.5365459038        -7.2557616929       
34.3400000000        -2.8299943500        -6.5307779615        -6.6795382162       
34.3450000000        -2.8274947167        -6.5250095576        -6.8790001889       
34.3500000000        -2.8249949333        -6.5192408077        -7.1006246030       
34.3550000000        -2.8224955000        -6.5134728653        -6.6795382162       
34.3600000000        -2.8199944333        -6.5077011538        -6.9898123959       
34.3650000000        -2.8174947833        -6.5019327115        -7.2779241343       
34.3700000000        -2.8149949500        -6.4961638461        -6.5465635678       
34.3750000000        -2.8124953833        -6.4903955961        -6.9898123959       
34.3800000000        -2.8099958167        -6.4846273461        -6.9898123960       
34.3850000000        -2.8074953667        -6.4788570577        -6.8125128647       
34.3900000000        -2.8049795000        -6.4730511922        -6.7903504233       
34.3950000000        -2.8024925167        -6.4673119807        -7.0119748374       
34.4000000000        -2.7999914833        -6.4615403461        -6.8568377475       
34.4050000000        -2.7974934667        -6.4557756730        -7.2335992514       
34.4100000000        -2.7949936833        -6.4500069230        -7.0119748374       
34.4150000000        -2.7924932333        -6.4442366346        -6.6795382162       
34.4200000000        -2.7899924500        -6.4384655769        -7.1227870444       
34.4250000000        -2.7874927000        -6.4326969038        -6.8346753061       
34.4300000000        -2.7849923333        -6.4269268076        -6.7238630991       
34.4350000000        -2.7824923000        -6.4211574807        -7.0341372788       
34.4400000000        -2.7799937333        -6.4153915384        -6.6573757748       
34.4450000000        -2.7774935333        -6.4096218269        -6.5908884506       
34.4500000000        -2.7749951500        -6.4038563077        -7.1892743686       
34.4550000000        -2.7724921000        -6.3980800192        -6.6795382162       
34.4600000000        -2.7699891500        -6.3923039615        -6.7681879819       
34.4650000000        -2.7674933833        -6.3865444807        -7.0119748374       
34.4700000000        -2.7649949000        -6.3807787308        -6.6130508920       
34.4750000000        -2.7624903833        -6.3749990576        -6.8125128647       
34.4800000000        -2.7599954500        -6.3692415000        -7.1227870444       
34.4850000000        -2.7574953000        -6.3634719038        -6.4579138021       
34.4900000000        -2.7549917000        -6.3576943461        -6.8790001889       
34.4950000000        -2.7524951333        -6.3519330192        -6.8346753061       
34.5000000000        -2.7499934167        -6.3461598076        -6.6573757748       
34.5050000000        -2.7474956833        -6.3403957884        -6.7460255405       
34.5100000000        -2.7449927667        -6.3346198076        -6.9011626303       
34.5150000000        -2.7424945167        -6.3288545961        -6.4357513607       
34.5200000000        -2.7399927000        -6.3230811538        -6.9011626303       
34.5250000000        -2.7374947833        -6.3173167115        -6.9233250717       
34.5300000000        -2.7349926167        -6.3115424615        -6.4579138021       
34.5350000000        -2.7324921167        -6.3057720576        -6.7903504233       
34.5400000000        -2.7299897667        -6.2999973846        -7.1227870444       
34.5450000000        -2.7274946833        -6.2942394807        -6.3692640365       
34.5500000000        -2.7249945500        -6.2884699230        -6.7017006576       
34.5550000000        -2.7224887167        -6.2826872114        -6.6573757748       
34.5600000000        -2.7199942500        -6.2769307308        -6.5244011263       
34.5650000000        -2.7174950333        -6.2711632884        -6.6352133334       
34.5700000000        -2.7149924833        -6.2653881538        -6.8346753061       
34.5750000000        -2.7124954333        -6.2596257115        -6.4579138021       
34.5800000000        -2.7099950000        -6.2538554615        -6.7017006576       
34.5850000000        -2.7074929000        -6.2480813653        -6.5244011264       
34.5900000000        -2.7049928667        -6.2423120384        -6.3692640365       
34.5950000000        -2.7024928333        -6.2365427115        -6.9454875131       
34.6000000000        -2.6999928833        -6.2307735769        -6.3471015951       
34.6050000000        -2.6974940167        -6.2250069422        -6.3471015951       
34.6100000000        -2.6949946167        -6.2192390769        -6.9898123960       
34.6150000000        -2.6924936167        -6.2134675192        -6.4800762436       
34.6200000000        -2.6899905500        -6.2076911922        -6.6573757748       
34.6250000000        -2.6874939833        -6.2019298653        -6.5244011264       
34.6300000000        -2.6849937167        -6.1961599999        -6.6130508920       
34.6350000000        -2.6824947833        -6.1903932115        -6.6352133334       
34.6400000000        -2.6799865833        -6.1846050384        -6.8125128647       
34.6450000000        -2.6774958500        -6.1788571731        -6.5908884506       
34.6500000000        -2.6749954667        -6.1730870384        -6.4357513608       
34.6550000000        -2.6724947167        -6.1673160577        -6.4800762435       
34.6600000000        -2.6699649167        -6.1614780382        -6.6352133334       
34.6650000000        -2.6674954333        -6.1557792115        -6.6573757748       
34.6700000000        -2.6649939833        -6.1500066154        -6.4357513608       
34.6750000000        -2.6624958000        -6.1442415577        -6.5244011264       
34.6800000000        -2.6599888500        -6.1384562691        -6.5022386850       
34.6850000000        -2.6574953500        -6.1327020192        -6.4357513607       
34.6900000000        -2.6549946667        -6.1269311923        -6.6352133334       
34.6950000000        -2.6524957000        -6.1211643269        -6.2584518295       
34.7000000000        -2.6499946000        -6.1153925384        -6.3914264779       
34.7050000000        -2.6474946167        -6.1096233269        -6.7017006576       
34.7100000000        -2.6449934167        -6.1038513076        -6.1033147396       
34.7150000000        -2.6424892167        -6.0980723653        -6.6352133334       
34.7200000000        -2.6399893167        -6.0923033460        -6.5022386849       
34.7250000000        -2.6374933000        -6.0865432884        -5.9481776497       
34.7300000000        -2.6349954333        -6.0807789615        -6.5244011264       
34.7350000000        -2.6324945333        -6.0750076346        -6.2362893881       
34.7400000000        -2.6299920167        -6.0692325769        -6.0811522982       
34.7450000000        -2.6274917000        -6.0634625961        -6.4357513607       
34.7500000000        -2.6249930000        -6.0576963461        -6.3914264779       
34.7550000000        -2.6224929500        -6.0519269807        -5.9481776497       
34.7600000000        -2.6199933000        -6.0461585384        -6.3471015951       
34.7650000000        -2.6174953000        -6.0403939038        -6.2362893881       
34.7700000000        -2.6149912500        -6.0346153077        -6.0368274154       
34.7750000000        -2.6124903500        -6.0288439807        -6.4579138022       
34.7800000000        -2.6099952667        -6.0230860769        -6.1254771810       
34.7850000000        -2.6074003500        -6.0170977877        -6.1698020638       
34.7900000000        -2.6049929500        -6.0115422307        -6.1698020638       
34.7950000000        -2.6023483667        -6.0054393258        -5.9925025326       
34.8000000000        -2.5999873000        -5.9999906922        -6.0146649740       
34.8050000000        -2.5974769500        -5.9941975575        -6.1476396224       
34.8100000000        -2.5949952833        -5.9884706153        -6.2362893880       
34.8150000000        -2.5924540167        -5.9826061343        -5.8152030013       
34.8200000000        -2.5899847000        -5.9769076922        -6.0368274154       
34.8250000000        -2.5874946333        -5.9711613654        -6.0368274154       
34.8300000000        -2.5849953333        -5.9653937307        -6.0811522982       
34.8350000000        -2.5824960833        -5.9596262115        -5.9703400912       
34.8400000000        -2.5799923500        -5.9538483461        -5.9925025326       
34.8450000000        -2.5774893667        -5.9480722115        -5.9260152083       
34.8500000000        -2.5749920500        -5.9423091538        -5.6600659114       
34.8550000000        -2.5724915167        -5.9365386730        -6.4135889193       
34.8600000000        -2.5699949333        -5.9307773077        -5.7043907943       
34.8650000000        -2.5674937500        -5.9250053269        -5.9481776497       
34.8700000000        -2.5649946167        -5.9192380769        -6.1033147396       
34.8750000000        -2.5624930667        -5.9134652500        -5.8595278841       
34.8800000000        -2.5599950833        -5.9077006538        -5.9260152083       
34.8850000000        -2.5574924167        -5.9019252499        -6.0589898568       
34.8900000000        -2.5549950667        -5.8961621154        -5.8595278841       
34.8950000000        -2.5524926833        -5.8903873653        -5.9481776497       
34.9000000000        -2.5499937333        -5.8846205384        -5.8595278841       
34.9050000000        -2.5474952833        -5.8788548653        -6.0146649739       
34.9100000000        -2.5449937000        -5.8730819615        -5.7930405599       
34.9150000000        -2.5424951333        -5.8673160192        -5.7487156771       
34.9200000000        -2.5399924667        -5.8615406154        -5.9038527669       
34.9250000000        -2.5374959167        -5.8557793269        -5.9038527669       
34.9300000000        -2.5349956667        -5.8500095000        -5.7930405599       
34.9350000000        -2.5324956000        -5.8442400961        -5.5714161458       
34.9400000000        -2.5299925667        -5.8384638461        -6.0146649740       
34.9450000000        -2.5274959667        -5.8327024423        -5.5270912630       
34.9500000000        -2.5249929333        -5.8269261923        -6.0811522982       
34.9550000000        -2.5224954833        -5.8211628269        -5.6379034700       
34.9600000000        -2.5199961333        -5.8153950769        -5.8816903255       
34.9650000000        -2.5174960833        -5.8096257115        -5.8595278841       
34.9700000000        -2.5149960333        -5.8038563461        -5.8816903255       
34.9750000000        -2.5124955333        -5.7980859423        -5.7708781185       
34.9800000000        -2.5099944333        -5.7923141538        -5.5714161458       
34.9850000000        -2.5074837500        -5.7865202499        -6.2141269467       
34.9900000000        -2.5049965500        -5.7807805384        -5.5492537044       
34.9950000000        -2.5017671000        -5.7733279367        -5.6822283528       
35.0000000000        -2.4995399000        -5.7681882272        -5.9703400911       
35.0050000000        -2.4974958000        -5.7634710577        -5.6822283528       
35.0100000000        -2.4949955000        -5.7577011154        -5.5492537044       
35.0150000000        -2.4924954667        -5.7519317884        -5.7265532356       
35.0200000000        -2.4899917667        -5.7461539999        -5.7930405599       
35.0250000000        -2.4874957500        -5.7403939423        -5.6822283528       
35.0300000000        -2.4849967167        -5.7346269231        -5.5714161458       
35.0350000000        -2.4824945333        -5.7288526346        -5.7043907942       
35.0400000000        -2.4799201500        -5.7229117302        -5.6157410286       
35.0450000000        -2.4774958000        -5.7173170577        -5.5714161458       
35.0500000000        -2.4749905833        -5.7115357691        -5.7708781185       
35.0550000000        -2.4724958833        -5.7057787500        -5.3719541731       
35.0600000000        -2.4699970167        -5.7000121154        -5.7930405599       
35.0650000000        -2.4674949333        -5.6942380577        -5.4162790559       
35.0700000000        -2.4649959833        -5.6884712307        -5.8373654427       
35.0750000000        -2.4624934500        -5.6826961346        -5.5492537044       
35.0800000000        -2.4599968833        -5.6769348077        -5.7043907942       
35.0850000000        -2.4574957500        -5.6711629423        -5.6600659114       
35.0900000000        -2.4549918667        -5.6653847307        -5.5935785872       
35.0950000000        -2.4524920000        -5.6596157884        -5.5935785872       
35.1000000000        -2.4499964333        -5.6538567692        -5.3941166145       
35.1050000000        -2.4474957667        -5.6480859807        -5.5714161458       
35.1100000000        -2.4449597833        -5.6422336920        -5.7043907942       
35.1150000000        -2.4424955167        -5.6365469038        -5.6600659114       
35.1200000000        -2.4399961667        -5.6307791538        -5.5714161458       
35.1250000000        -2.4374956833        -5.6250087884        -5.7265532356       
35.1300000000        -2.4349957833        -5.6192397692        -5.5714161458       
35.1350000000        -2.4324957333        -5.6134704038        -5.5270912629       
35.1400000000        -2.4299961000        -5.6077020000        -5.7930405599       
35.1450000000        -2.4274947500        -5.6019296346        -5.5049288215       
35.1500000000        -2.4249943833        -5.5961595384        -5.6379034700       
35.1550000000        -2.4224954833        -5.5903928269        -5.5270912630       
35.1600000000        -2.4199962833        -5.5846254230        -5.7043907942       
35.1650000000        -2.4174945167        -5.5788520961        -5.6157410286       
35.1700000000        -2.4149965833        -5.5730876154        -5.6157410286       
35.1750000000        -2.4124925833        -5.5673091346        -5.3054668489       
